Island name,Human_density,Surface,Elevation,distanceMain,EVI,Temperature,Precipitations,Perimeter depth ,Connectivity,Radiality,Lizard richness,Snake_presence,Acanthodactylus schreiberi,Algyroides fitzingeri,Archaeolacerta bedriagae,Euleptes europaea,Mediodactylus bartoni,Mediodactylus oertzeni,Phoenicolacerta troodica,Podarcis lilfordi,Podarcis pityusensis,Podarcis latastei,Podarcis raffonei,Podarcis tiliguerta,Podarcis waglerianus,Podarcis filfolensis,Podarcis cretensis,Podarcis gaigae,Podarcis levendis,Podarcis milensis,Lacerta citrovittata,Ablepharus budaki,Ablepharus kitaibelii,Anatololacerta pelasgiana,Anguis graeca,Anguis veronensis,Blanus strauchi,Chalcides chalcides,Chalcides ocellatus,Chamaeleo chamaeleon,Eumeces schneiderii,Hemidactylus turcicus,Heremites auratus,Heremites vittatus,Lacerta bilineata,Lacerta diplochondrodes,Lacerta trilineata,Lacerta viridis,Mediodactylus kotschyi,Mediodactylus orientalis,Ophiomorus punctatissimus,Ophisops elegans,Podarcis erhardii,Podarcis muralis,Podarcis siculus,Psammodromus algirus,Pseudopus apodus,Scelarcis perspicillata,Stellagama stellio,Tarentola mauritanica,Timon lepidus,Timon pater
Drionisi,0,0.38,35,124319,0.338,18.7458,403,11.68,-0.462 ,0.911 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Préza,0,0.02,15,119625,0.424,18.425,390,-2.96,-0.462 ,0.905 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinaros,0,4.58,296,83167,0.278,18.4208,572,-436.86,0.082 ,0.650 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Glarópunta,0,0.21,12,119743,0.415,18.275,398,-1.53,-0.462 ,0.902 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panteronisi,0,0.48,48,121136,0.301,18.2333,404,-1.53,0.084 ,0.905 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Despotiko,0,8.12,187,113147,0.305,18.15,403,-109.29,0.084 ,0.912 ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Sifnos,36,73.94,682,88673,0.421,16.2375,513,-274.15,1.079 ,0.851 ,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Strongyli,0,1.66,178,112697,0.392,18.1667,401,-117.53,-0.462 ,0.906 ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Epano Koufonissi,15,5.85,110,145719,0.393,18.0958,444,-43.55,0.169 ,0.935 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Velopoula,0,1.66,207,34614,0.256,17.8833,467,-558.23,-0.809 ,0.058 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kato Koufonissi,15,4.23,115,146073,0.3,18.3917,435,-50.08,0.169 ,0.933 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Megalo Livadi,0,0.33,50,96542,0.272,18.0042,552,-498.82,-0.533 ,0.759 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitriana,0,0.9,86,103565,0.267,18.2833,394,-197.56,-0.809 ,0.848 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Keros,0,15,432,142460,0.305,17.475,495,-166.09,0.082 ,0.912 ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nikouria,0,2.71,303,120133,0.324,18.0542,523,-302.85,-0.533 ,0.821 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Schoinousa,30,8.51,133,153851,0.485,18.1333,435,-56.44,-0.845 ,0.915 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Agios Andreas,0,0.11,29,144599,0.203,18.4458,445,-166,-0.533 ,0.894 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ano Antikeri,0,1.09,88,141291,0.273,18.4167,467,-186.34,0.696 ,0.890 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Falkonera,0,1.22,189,69770,0.185,18.0167,432,-708.26,0.135 ,0.405 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kato Antikeri ,0,1.06,87,142847,0.296,18.4583,467,-189.75,-0.533 ,0.887 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Iraklia,7.9,18.08,414,152904,0.372,17.7042,444,-110.48,0.127 ,0.895 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Amorgos,15.7,126.35,823,104420,0.379,17.475,548,-442.79,3.154 ,0.824 ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Megalos Avelas,0,0.05,51,151885,0.323,18,429,-86.37,-0.762 ,0.891 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gramvoussa(Amorgos),0,0.82,88,135132,0.266,18.4292,468,-241.6,-0.533 ,0.819 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kimolos,17,37.43,364,102626,0.433,17.6583,424,-161.82,2.023 ,0.763 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antimilos,0,8.92,646,93504,0.285,16.0083,512,-438.66,0.135 ,0.673 ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agios Eustathios,0,0.1,16,109120,0.341,18.1042,401,-135.27,-0.809 ,0.758 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poliegos,0,18.15,370,109918,0.28,17.1083,450,-156.12,-0.809 ,0.747 ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ios,19,109,713,146113,0.371,17.625,479,-170.57,1.016 ,0.823 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sikinos,6.4,41.68,553,142480,0.337,17.3125,480,-204.58,-0.762 ,0.778 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Milos,31.1,160.1,748,104676,0.374,16.6,507,-282.32,2.023 ,0.756 ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kardiotissa,0,1.38,121,143502,0.256,18.3458,442,-160.95,-0.809 ,0.759 ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anydros,0,1.14,185,146670,0.244,18.4333,483,-470.85,-0.533 ,0.659 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Folegandros,24,32.22,415,132234,0.467,17.2958,481,-337.47,0.135 ,0.721 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Astipalaia,12,96.9,482,85681,0.293,17.9333,598,-470.3,1.311 ,0.454 ,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Ophidoussa,0,2,122,109305,0.213,18.5292,566,-359.95,-0.533 ,0.356 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ananes,0,0.097956,1,83300,0.204,17.975,411,-608,-0.809 ,0.546 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thirasia,0,9.25,294,176158,0.254,18.0417,488,-174.6,-0.762 ,0.653 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nea Kameni,0,3.49,120,178774,0.037,18.625,510,-174.6,-0.762 ,0.654 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Santorini,170,76.19,565,176970,0.244,18.5875,486,-344.13,2.794 ,0.671 ,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Palia Kameni,0,0.54,86,180031,0.156,18.525,507,-174.6,0.127 ,0.657 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Anafi,6.7,38.64,582,146909,0.305,17.3708,588,-298.81,0.127 ,0.478 ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Syrina,2,8.79,307,71434,0.299,18.1083,645,-311.01,-0.533 ,0.162 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Micro Fteno,0,0.04,17,146955,0.176,18.6583,502,-254.37,-0.762 ,0.442 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Megalo Fteno,0,0.07,18,146521,0.178,18.6583,502,-254.37,1.016 ,0.443 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pachia,0,1.42,221,145202,0.297,18.3167,570,-322.99,0.127 ,0.404 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Makra,0,0.56,123,140167,0.179,18.6917,592,-369.23,-0.762 ,0.371 ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Christiana,0,1.2,278,181680,0.165,18.4333,521,-681.75,-0.762 ,0.506 ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Giraglia (Corsica),0,0.12,71,87000,0.293,16.9667,817,-125.14,-0.183 ,0.996 ,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Terre,0,0.0086,6,80922.98,0.086,16.8,807,-55.96,-0.015 ,1.000 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermediarie,0,0.0079,12,80922.98,0.177,16.8,807,-55.96,-0.015 ,0.999 ,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de la Tour,0,0.0148,27,80922.98,0.274,16.8,807,-55.96,-0.183 ,0.999 ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
de Capense,0,0.05595,43,92824.48,0.199,16.5083,836,-208.75,-0.183 ,1.000 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saint Florent,0,0.00034,3,101608.84,0,15.85,819,338.74,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spano,0,0.023,14,142968.38,0.069,16.5333,779,-21.75,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morsetta,0,0.01163,23,159524.39,0.04,16.325,759,-78.95,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porri,0,0.00332,31,165784.31,0.016,16.325,736,-434.86,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palazzu,0,0.00572,58,170348.42,0.027,16.4917,730,-799.21,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palazzinu,0,0.00157,28,168998.41,0,16.4375,734,-799.21,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeccu d'a Furmicula,0,0.00049,21,169280.14,0,16.5708,727,-563.75,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oriental d'Elbu,0,0.00225,23,169144.56,0.017,16.5708,727,-555.18,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
occidental d'Elbu,0,0.0014,15,169144.56,0.017,16.5708,727,-531.49,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gargalo,0,0.23,106,171000,0.169,16.6667,720,-794.14,-0.015 ,1.000 ,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garganellu,0,0.015,43,171000,0.018,16.6667,720,-794.14,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Sulana,0,0.00712,31,170243.95,0.015,16.6083,727,-582.37,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sud de Sulana,0,0.0039,25,169148.47,0.007,16.6083,727,-613.95,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nord de Cala di Ponte,0,0.00212,35,170811.66,0.006,16.5542,727,-590.52,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girolata,0,0.00192,11,166622.78,0.054,16.1542,743,-152.21,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Cala Maiora,0,0.01197,60,171146.75,0.029,16.4833,729,-567.93,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du chêne,0,0.0015,15,169548.08,0.053,16.4958,730,-398.75,-0.183 ,1.000 ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ouest Ficaja,0,0.001,15,170305.2,0.009,16.4958,730,-431.41,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Piana,0,0.00174,30,172570.75,0.031,15.1583,736,-7.45,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardiola,0,0.0031,32,171000,0.045,15.0417,755,-195.99,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orto Grande,0,0.00562,48,175000,0.11,15.5125,735,-256.26,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orto Piccolo,0,0.00155,36,175000,0.034,16.0792,716,-301.51,-0.183 ,0.999 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Sbiro,0,0.0045,20,177073.45,0.131,16.325,708,-563.33,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Chiumi,0,0.001081,10,179626.69,0.07,16.3583,690,-292.01,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corsica,37,8681,2706,83000,0.463,13.25,769.11,-433.96,9.234 ,1.000 ,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Punta Capigliolo,0,0.00715,4,174996.95,0.051,16.1208,670,180.99,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta di Palmentoju,0,0.0078,4,174832.84,0.051,15.7083,664,129.92,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de Porri,0,0.0132,31,197000,0.174,16.5625,617,-439.41,-1.000 ,0.999 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolotto,0,0.0087,33,197000,0.134,16.5625,617,-466.7,1.000 ,0.998 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cala d'Alga,0,0.008,30,197000,0.103,16.5625,617,-475.85,1.000 ,0.997 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezzu Mare,0,0.372,80,197000,0.463,16.5625,617,-475.85,-1.000 ,0.997 ,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piana,0,0.04033,9,189188.27,0.238,16.575,590,-127.9,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fautea,0,0.00525,21,158216.03,0.049,17.0333,501,-74.07,-0.183 ,1.000 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roscana,0,0.00315,19,159798.66,0.025,16.9625,491,-91.73,-0.183 ,0.998 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nord de Pinarellu,0,0.0033,12,162000,0.037,17.1542,491,-55.33,-0.183 ,1.000 ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
